"MonthsonHousingRegister","FamilyType","PeopleonApplication","DisabilityApplicationFlag","AtRiskOfOrExperiencingHomelessnessFlag"
12," Single Parent,  Children",3,"No","No"
12," Single Person",1,"No","Yes"
57," Single Parent,  Child",2,"Yes","No"
11," Single Person",1,"Yes","Yes"
13," Single Person",1,"No","Yes"
12," Single Person Over ",1,"Yes","Yes"
13," Couple,  Children",4,"Yes","No"
12," Single Parent,  Children",3,"No","Yes"
11," Single Person",1,"Yes","Yes"
13," Single Parent, > Children",5,"No","Yes"
14," Other",2,"Yes","No"
12," Single Person",1,"No","Yes"
12," Single Parent, > Children",4,"No","Yes"
11," Single Person",1,"No","No"
11," Single Person",1,"No","Yes"
11," Single Person",1,"No","No"
11," Single Person Over ",1,"Yes","Yes"
12," Single Parent,  Children",3,"No","Yes"
35," Single Person Over ",1,"Yes","No"
12," Single Parent,  Children",3,"No","Yes"
11," Single Person",1,"No","Yes"
15," Single Parent,  Child",2,"No","Yes"
11," Single Person",1,"No","Yes"
11," Single Parent,  Children",3,"No","Yes"
14," Single Person Over ",1,"Yes","No"
11," Single Parent,  Children",3,"No","Yes"
11," Single Person",1,"No","Yes"
11," Single Person",1,"No","Yes"
11," Single Person Over ",1,"Yes","Yes"
15," Couple, > Children",6,"No","No"
15," Single Parent,  Children",3,"No","No"
11," Single Person",1,"Yes","Yes"
12," Couple Only Over ",2,"Yes","Yes"
13," Single Person",1,"Yes","Yes"
17," Single Person",1,"No","Yes"
56," Single Parent,  Children",3,"Yes","Yes"
12," Single Person",1,"No","Yes"
13," Single Parent,  Child",2,"No","Yes"
19," Single Parent, > Children",4,"No","Yes"
14," Single Person Over ",1,"Yes","No"
11," Single Parent, > Children",4,"No","Yes"
12," Single Parent, > Children",4,"No","No"
23," Single Person",1,"No","No"
14," Couple Only Over ",2,"Yes","Yes"
13," Single Person",1,"No","No"
43," Couple Only Over ",2,"Yes","No"
20," Single Person",1,"No","No"
39," Single Parent,  Children",3,"Yes","No"
23," Single Person Over ",1,"Yes","Yes"
15," Single Parent,  Children",3,"No","No"
11," Single Person",1,"Yes","No"
12," Single Person Over ",1,"Yes","No"
16," Single Person Over ",1,"Yes","No"
12," Single Person",1,"Yes","No"
15," Single Parent,  Children",3,"No","No"
27," Single Person Over ",1,"Yes","Yes"
36," Single Person",1,"No","Yes"
11," Single Person Over ",1,"Yes","Yes"
19," Single Parent,  Child",2,"No","Yes"
17," Single Person",1,"No","No"
24," Couple, > Children",6,"Yes","No"
18," Other",2,"Yes","No"
22," Single Parent,  Child",2,"No","Yes"
19," Single Parent,  Child",2,"No","Yes"
17," Single Parent, > Children",4,"No","No"
18," Couple, > Children",5,"No","No"
17," Couple Only Over ",2,"Yes","No"
17," Single Person",1,"Yes","Yes"
24," Single Parent, > Children",5,"No","Yes"
17," Single Parent,  Child",2,"Yes","Yes"
21," Single Person",1,"No","Yes"
20," Single Parent,  Children",3,"Yes","No"
17," Single Person",1,"No","Yes"
35," Single Person",1,"No","Yes"
19," Single Person",1,"No","Yes"
17," Single Person Over ",1,"Yes","No"
17," Single Parent,  Children",3,"No","Yes"
17," Single Person",1,"No","Yes"
18," Single Parent, > Children",5,"No","Yes"
17," Single Parent, > Children",6,"No","No"
21," Single Parent,  Child",2,"No","No"
32," Single Person",1,"Yes","Yes"
36," Single Parent,  Children",3,"No","No"
19," Single Person",1,"Yes","No"
18," Single Parent,  Child",2,"No","Yes"
35," Single Person",1,"No","Yes"
24," Single Person Over ",1,"Yes","Yes"
19," Single Person Over ",1,"Yes","Yes"
18," Single Person Over ",1,"Yes","No"
18," Single Person",1,"Yes","Yes"
17," Single Parent,  Children",3,"No","Yes"
24," Single Person",1,"Yes","No"
17," Single Parent,  Children",3,"No","Yes"
17," Single Person Over ",1,"Yes","No"
18," Couple Only Over ",2,"Yes","Yes"
18," Single Parent,  Child",2,"No","Yes"
18," Single Person",1,"No","Yes"
19," Single Person",1,"No","No"
17," Single Person",1,"No","Yes"
17," Single Person",1,"Yes","No"
17," Single Parent,  Child",3,"Yes","Yes"
17," Single Person",1,"No","Yes"
19," Single Person",1,"Yes","Yes"
22," Single Parent,  Child",2,"No","No"
17," Single Parent,  Child",2,"No","Yes"
23," Single Person",1,"No","Yes"
26," Single Person Over ",1,"Yes","No"
17," Single Person",1,"No","No"
17," Single Person Over ",1,"Yes","Yes"
18," Single Person Over ",1,"No","No"
17," Single Person Over ",1,"Yes","No"
21," Single Person",1,"Yes","Yes"
16," Single Parent,  Child",2,"Yes","Yes"
17," Single Person",1,"Yes","Yes"
14," Single Parent,  Children",3,"No","Yes"
18," Single Parent,  Child",2,"No","Yes"
11," Single Parent,  Child",2,"Yes","Yes"
11," Single Person",1,"No","No"
11," Single Parent,  Child",2,"Yes","No"
15," Single Person",1,"No","No"
14," Single Person",1,"No","No"
12," Single Person",1,"No","Yes"
24," Single Person",1,"Yes","No"
13," Single Person Over ",1,"Yes","No"
12," Couple,  Child",4,"Yes","No"
42," Single Person Over ",1,"Yes","No"
15," Single Person Over ",1,"Yes","No"
10," Single Person",1,"No","Yes"
13," Single Person",1,"Yes","No"
11," Single Person",1,"No","Yes"
31," Single Parent,  Child",2,"No","Yes"
13," Single Parent, > Children",4,"No","Yes"
19," Single Person",1,"Yes","Yes"
16," Single Person",1,"No","No"
17," Single Parent,  Child",2,"No","Yes"
16," Single Person",1,"Yes","No"
12," Couple Only Over ",2,"Yes","No"
13," Single Parent,  Child",2,"Yes","Yes"
13," Single Person",1,"No","Yes"
12," Single Person",1,"No","Yes"
16," Single Person",1,"Yes","No"
13," Single Person",1,"Yes","Yes"
13," Couple Only Over ",2,"Yes","No"
27," Single Parent,  Child",2,"No","Yes"
11," Couple, > Children",9,"Yes","Yes"
11," Other",2,"No","No"
46," Single Person",1,"No","No"
30," Single Parent,  Children",3,"No","No"
17," Single Person",1,"No","No"
17," Single Person",1,"Yes","No"
19," Single Person",1,"Yes","No"
19," Single Parent, > Children",4,"Yes","Yes"
19," Single Person",1,"No","No"
16," Single Person Over ",1,"Yes","Yes"
17," Single Person Over ",1,"Yes","No"
16," Single Person",1,"Yes","No"
19," Single Person Over ",1,"Yes","Yes"
16," Single Person",1,"Yes","Yes"
16," Single Person",1,"No","No"
21," Single Person",1,"No","Yes"
16," Single Parent,  Children",3,"No","Yes"
17," Couple Only",2,"No","Yes"
16," Single Parent, > Children",4,"No","Yes"
18," Single Person",1,"No","No"
17," Single Parent, > Children",4,"No","Yes"
17," Single Parent,  Child",2,"Yes","Yes"
16," Couple Only Over ",2,"Yes","No"
22," Single Person",1,"No","Yes"
27," Single Person Over ",1,"Yes","No"
17," Single Parent,  Children",3,"No","Yes"
16," Single Person",1,"No","Yes"
17," Single Person",1,"No","No"
16," Single Person Over ",1,"Yes","No"
36," Single Parent,  Child",2,"No","No"
18," Single Person Over ",1,"Yes","No"
17," Single Person Over ",1,"Yes","Yes"
19," Single Person",1,"No","No"
21," Single Parent,  Child",2,"No","No"
20," Single Person",1,"Yes","Yes"
25," Single Person",1,"Yes","Yes"
16," Single Person",1,"No","Yes"
17," Single Parent, > Children",5,"No","Yes"
16," Single Person Over ",1,"Yes","Yes"
17," Single Person Over ",1,"Yes","No"
19," Couple Only",2,"No","Yes"
16," Single Person Over ",1,"Yes","Yes"
24," Single Parent,  Children",3,"Yes","No"
21," Single Person Over ",1,"Yes","Yes"
19," Single Parent,  Children",3,"No","Yes"
17," Single Person",1,"Yes","No"
16," Single Person",1,"No","Yes"
16," Single Parent, > Children",5,"No","Yes"
16," Single Person Over ",1,"Yes","No"
17," Single Parent, > Children",4,"No","Yes"
21," Single Person",1,"No","No"
16," Single Parent,  Children",3,"No","No"
16," Single Person",1,"Yes","No"
16," Single Person Over ",1,"Yes","Yes"
16," Single Person",1,"Yes","Yes"
22," Single Person",1,"No","Yes"
19," Single Person",1,"No","No"
20," Single Person",1,"Yes","Yes"
16," Single Parent, > Children",5,"No","No"
16," Single Person",1,"Yes","Yes"
16," Single Parent,  Children",3,"No","No"
17," Single Person",1,"Yes","Yes"
15," Single Person Over ",1,"Yes","No"
11," Single Person",1,"No","Yes"
11," Single Person Over ",1,"Yes","No"
11," Single Person",1,"No","No"
15," Single Parent,  Children",3,"Yes","Yes"
11," Single Parent,  Child",2,"No","No"
15," Single Person Over ",1,"Yes","No"
10," Single Person",1,"No","Yes"
12," Single Person",1,"Yes","Yes"
10," Single Parent, > Children",4,"No","Yes"
15," Single Parent,  Children",3,"Yes","No"
11," Single Parent,  Children",3,"No","No"
15," Single Parent,  Children",3,"No","Yes"
17," Single Person",1,"No","No"
12," Single Person",1,"No","No"
13," Single Person",1,"Yes","No"
12," Single Person",1,"No","No"
12," Single Person",1,"No","Yes"
19," Single Person Over ",1,"Yes","No"
16," Single Parent, > Children",4,"No","Yes"
18," Single Parent,  Children",3,"No","Yes"
22," Single Person",1,"No","Yes"
30," Single Person Over ",1,"Yes","No"
16," Single Person",1,"Yes","Yes"
16," Single Person",1,"No","No"
15," Single Person Over ",1,"Yes","No"
17," Couple Only Over ",2,"Yes","Yes"
20," Single Person",1,"No","Yes"
15," Single Person",1,"No","No"
21," Single Parent,  Child",2,"No","No"
21," Single Person Over ",1,"Yes","No"
15," Single Person",1,"No","Yes"
15," Single Person Over ",1,"Yes","Yes"
15," Single Person",1,"Yes","Yes"
22," Couple Only Over ",2,"Yes","Yes"
16," Single Parent,  Child",2,"No","Yes"
15," Single Person Over ",1,"Yes","No"
16," Single Person",1,"Yes","No"
16," Single Person Over ",1,"No","Yes"
15," Single Person",1,"Yes","No"
28," Single Person",1,"Yes","Yes"
18," Single Person",1,"Yes","No"
21," Single Person",1,"Yes","Yes"
15," Couple Only Over ",2,"Yes","No"
16," Single Person",1,"No","Yes"
17," Single Parent, > Children",4,"No","No"
15," Single Person",1,"Yes","No"
15," Single Person",1,"No","No"
16," Single Person Over ",1,"Yes","Yes"
16," Single Parent,  Children",3,"No","No"
17," Single Parent,  Child",2,"No","No"
16," Single Person",1,"No","Yes"
19," Single Person",1,"Yes","No"
16," Single Parent,  Child",2,"No","Yes"
19," Single Person",1,"No","Yes"
16," Single Person",1,"No","Yes"
15," Single Parent,  Child",2,"No","Yes"
16," Single Person",1,"No","Yes"
19," Single Person",1,"No","Yes"
15," Couple, > Children",5,"No","Yes"
15," Single Person",1,"No","No"
15," Single Person",1,"Yes","No"
27," Couple,  Child",3,"Yes","Yes"
23," Single Parent,  Child",2,"No","No"
15," Single Person",1,"No","Yes"
16," Couple, > Children",6,"Yes","Yes"
15," Single Person Over ",1,"Yes","Yes"
18," Couple Only",2,"Yes","No"
15," Single Person Over ",1,"Yes","Yes"
15," Single Parent,  Children",3,"No","Yes"
28," Single Person Over ",1,"Yes","No"
11," Couple Only",2,"No","No"
15," Single Parent,  Child",2,"Yes","No"
16," Single Parent,  Child",2,"No","Yes"
15," Single Person",1,"No","Yes"
19," Single Parent,  Children",3,"No","Yes"
16," Single Parent, > Children",5,"No","Yes"
16," Single Person",1,"No","Yes"
18," Single Person Over ",1,"Yes","No"
16," Single Person",1,"No","Yes"
16," Single Person Over ",1,"Yes","Yes"
16," Single Person",1,"No","No"
17," Single Person Over ",1,"Yes","No"
19," Single Parent,  Child",2,"No","Yes"
32," Couple Only Over ",2,"Yes","Yes"
15," Single Parent,  Child",2,"No","No"
17," Single Parent,  Child",2,"No","Yes"
26," Couple Only",2,"No","No"
17," Single Parent,  Children",3,"No","Yes"
15," Single Person Over ",1,"Yes","No"
11," Single Person",1,"No","Yes"
10," Single Person",1,"No","Yes"
13," Single Person Over ",1,"Yes","No"
14," Single Person",1,"No","Yes"
15," Single Parent,  Child",2,"No","No"
14," Couple Only Over ",3,"Yes","No"
15," Single Parent,  Child",2,"No","Yes"
13," Single Parent,  Children",3,"No","No"
15," Single Person Over ",1,"Yes","Yes"
13," Single Parent,  Children",3,"Yes","Yes"
25," Single Person",1,"No","No"
12," Single Parent,  Child",2,"No","Yes"
12," Single Person",1,"No","Yes"
14," Single Person",1,"Yes","No"
12," Single Person",1,"Yes","Yes"
12," Single Person",1,"No","Yes"
13," Single Person Over ",1,"Yes","No"
13," Couple, > Children",5,"Yes","No"
11," Single Person",1,"No","Yes"
13," Single Person Over ",1,"Yes","No"
10," Single Person",1,"No","No"
11," Single Person",1,"No","Yes"
19," Single Person",1,"No","Yes"
12," Single Parent, > Children",5,"No","Yes"
12," Single Person",1,"No","Yes"
10," Single Person",1,"No","No"
13," Single Person",1,"No","Yes"
11," Single Person Over ",1,"Yes","Yes"
16," Single Parent,  Children",3,"Yes","Yes"
12," Single Person Over ",1,"Yes","Yes"
12," Single Person Over ",1,"Yes","No"
15," Single Person",1,"No","Yes"
15," Single Person",1,"No","Yes"
15," Single Parent,  Child",2,"Yes","Yes"
16," Single Person",1,"No","Yes"
15," Single Person",1,"Yes","Yes"
24," Single Person",1,"No","No"
16," Single Person Over ",1,"Yes","Yes"
16," Couple Only Over ",2,"Yes","No"
15," Single Parent,  Child",2,"No","Yes"
20," Single Person",1,"No","No"
15," Single Person Over ",1,"Yes","Yes"
15," Single Parent,  Children",3,"No","Yes"
15," Single Parent, > Children",5,"No","Yes"
15," Single Person",1,"No","No"
16," Single Person",1,"Yes","Yes"
16," Single Person",1,"No","Yes"
14," Single Person",1,"Yes","Yes"
14," Single Person",1,"Yes","No"
16," Single Parent,  Child",2,"No","No"
17," Single Parent,  Children",3,"No","Yes"
15," Other",2,"No","Yes"
14," Single Person Over ",1,"No","Yes"
15," Single Person Over ",1,"Yes","No"
22," Single Person",1,"No","Yes"
18," Single Person",1,"Yes","No"
33," Single Person",1,"Yes","No"
14," Single Parent,  Child",2,"No","Yes"
14," Single Person",1,"No","Yes"
20," Single Person",1,"No","Yes"
15," Single Parent,  Children",3,"No","No"
28," Single Person Over ",1,"Yes","No"
14," Single Parent, > Children",4,"No","Yes"
25," Single Person",1,"No","Yes"
16," Single Person",1,"Yes","Yes"
17," Single Person Over ",1,"Yes","No"
17," Single Person Over ",1,"Yes","No"
19," Single Person Over ",1,"Yes","No"
14," Single Person",1,"Yes","Yes"
23," Single Person",1,"Yes","No"
18," Single Person",1,"No","Yes"
19," Couple Only Over ",2,"Yes","No"
23," Single Person",1,"Yes","No"
20," Single Person Over ",1,"Yes","No"
24," Single Person Over ",1,"Yes","No"
16," Single Person Over ",1,"Yes","No"
15," Single Person Over ",1,"Yes","No"
19," Single Person",1,"Yes","No"
19," Single Person Over ",1,"Yes","Yes"
14," Single Person",1,"Yes","Yes"
14," Single Person Over ",1,"Yes","Yes"
14," Single Person",1,"No","Yes"
23," Single Person",1,"No","Yes"
14," Single Parent,  Children",3,"No","Yes"
12," Single Parent,  Children",3,"No","No"
12," Single Parent, > Children",6,"No","No"
11," Single Person",1,"No","Yes"
13," Single Person",1,"No","No"
16," Single Parent,  Child",2,"Yes","No"
12," Single Person",1,"No","Yes"
13," Single Person",1,"No","Yes"
10," Couple,  Child",3,"No","No"
15," Single Parent, > Children",4,"No","No"
16," Single Person",1,"No","Yes"
12," Single Person Over ",1,"Yes","Yes"
14," Single Person",1,"Yes","Yes"
36," Single Person",1,"Yes","No"
10," Single Parent,  Children",3,"No","No"
19," Couple Only",2,"Yes","No"
13," Single Parent, > Children",5,"No","Yes"
18," Single Parent,  Children",3,"Yes","No"
15," Single Parent, > Children",4,"No","No"
12," Single Parent,  Children",3,"No","Yes"
15," Single Parent,  Child",2,"No","Yes"
20," Single Parent,  Children",3,"No","Yes"
16," Single Parent,  Child",2,"No","Yes"
18," Single Parent,  Child",2,"No","No"
14," Single Person",1,"Yes","Yes"
14," Couple Only Over ",2,"Yes","No"
15," Single Person",1,"No","Yes"
15," Single Person",1,"No","Yes"
15," Single Person",1,"No","Yes"
14," Single Person",1,"No","Yes"
15," Single Parent,  Child",2,"Yes","Yes"
14," Single Person",1,"No","Yes"
19," Single Person Over ",1,"Yes","No"
16," Single Parent, > Children",5,"No","Yes"
13," Single Person",1,"Yes","No"
18," Single Person",1,"No","Yes"
18," Single Parent, > Children",6,"Yes","No"
14," Single Person",1,"Yes","Yes"
56," Single Person",1,"Yes","No"
16," Single Person Over ",1,"Yes","Yes"
19," Single Person Over ",1,"Yes","Yes"
15," Single Person",1,"No","Yes"
15," Single Parent, > Children",6,"No","No"
13," Single Person",1,"No","Yes"
16," Single Parent,  Children",3,"No","Yes"
13," Single Parent,  Child",2,"No","No"
15," Single Parent,  Children",3,"No","No"
16," Single Person",1,"No","No"
27," Single Parent,  Child",2,"No","No"
16," Single Parent, > Children",8,"No","Yes"
14," Single Person Over ",1,"Yes","No"
13," Single Person",1,"No","No"
14," Single Parent,  Children",3,"Yes","No"
12," Single Person",1,"No","Yes"
20," Single Person",1,"No","No"
12," Single Parent, > Children",4,"No","Yes"
15," Single Person Over ",1,"Yes","Yes"
15," Single Parent,  Child",2,"No","Yes"
16," Single Parent,  Child",2,"No","Yes"
12," Single Person",1,"No","Yes"
14," Single Person",1,"No","Yes"
12," Single Person",1,"No","No"
19," Single Parent,  Child",2,"No","Yes"
12," Single Person",1,"No","Yes"
17," Single Person Over ",1,"Yes","No"
12," Single Person",1,"Yes","No"
12," Single Parent,  Child",2,"No","Yes"
16," Single Parent,  Child",2,"Yes","Yes"
13," Single Person",1,"Yes","Yes"
10," Single Person",1,"Yes","Yes"
13," Single Person",1,"No","Yes"
12," Single Parent,  Children",3,"No","Yes"
13," Single Person Over ",1,"Yes","No"
13," Single Parent,  Children",3,"No","Yes"
19," Single Parent,  Children",3,"Yes","Yes"
12," Single Person Over ",1,"Yes","No"
12," Single Person",1,"Yes","No"
13," Single Person Over ",1,"Yes","No"
11," Single Person",1,"No","Yes"
11," Single Person Over ",1,"Yes","Yes"
14," Single Person Over ",1,"Yes","Yes"
11," Single Parent,  Child",2,"Yes","Yes"
13," Single Parent,  Children",3,"Yes","No"
15," Single Person Over ",1,"Yes","Yes"
12," Single Person",1,"No","No"
19," Single Person Over ",1,"Yes","No"
13," Single Person Over ",1,"Yes","No"
10," Single Parent, > Children",4,"No","Yes"
11," Single Parent, > Children",4,"No","Yes"
10," Couple Only Over ",2,"Yes","Yes"
12," Single Person",1,"No","No"
13," Single Person Over ",1,"Yes","No"
11," Single Parent, > Children",4,"No","Yes"
12," Single Parent, > Children",5,"Yes","Yes"
48," Single Person",1,"Yes","Yes"
11," Single Person Over ",1,"Yes","No"
11," Single Parent,  Children",3,"No","Yes"
13," Single Parent,  Child",2,"No","Yes"
10," Single Person",1,"Yes","Yes"
12," Single Person Over ",1,"Yes","No"
12," Single Person",1,"Yes","Yes"
17," Single Parent, > Children",4,"Yes","No"
14," Single Person",1,"No","No"
14," Single Parent, > Children",4,"Yes","Yes"
12," Single Person",1,"No","No"
